360,-0.0259
361,-0.0259
362,-0.0259
363,-0.0259
364,-0.0259
365,-0.0259
366,-0.0259
367,-0.0259
368,-0.0259
369,-0.0259
370,-0.0259
371,-0.0259
372,-0.0259
373,-0.0259
374,-0.0259
375,-0.0259
376,-0.0259
377,-0.0259
378,-0.0259
379,-0.0259
380,-0.0259
381,-0.016
382,-0.01595
383,-0.01995
384,-0.02725
385,-0.0048
386,-0.01205
387,-0.01485
388,-0.01825
389,-0.0229
390,-0.01685
391,-0.02525
392,-0.0289
393,-0.02105
394,-0.0219
395,-0.02835
396,-0.03015
397,-0.0339
398,-0.0244
399,-0.02805
400,-0.02715
401,-0.0236
402,-0.025
403,-0.0277
404,-0.027
405,-0.0261
406,-0.0228
407,-0.02145
408,-0.01955
409,-0.0213
410,-0.0196
411,-0.0183
412,-0.0163
413,-0.0157
414,-0.0165
415,-0.0169
416,-0.0135
417,-0.0163
418,-0.01805
419,-0.0156
420,-0.01395
421,-0.01645
422,-0.01805
423,-0.01475
424,-0.02085
425,-0.0207
426,-0.02195
427,-0.02735
428,-0.0299
429,-0.0335
430,-0.0385
431,-0.04485
432,-0.049
433,-0.05485
434,-0.06265
435,-0.07465
436,-0.08355
437,-0.0957
438,-0.1133
439,-0.13205
440,-0.14955
441,-0.1742
442,-0.20125
443,-0.24145
444,-0.28725
445,-0.3417
446,-0.41135
447,-0.49025
448,-0.5818
449,-0.69455
450,-0.83605
451,-0.97965
452,-1.1806
453,-1.3857
454,-1.6337
455,-1.9246
456,-2.25085
457,-2.61515
458,-3.01845
459,-3.44835
460,-3.8926
461,-4.3642
462,-4.78035
463,-5.1428
464,-5.41345
465,-5.60305
466,-5.59735
467,-5.49665
468,-5.2148
469,-4.8481
470,-4.41375
471,-3.8991
472,-3.42785
473,-3.01565
474,-2.6666
475,-2.3741
476,-2.145
477,-1.963
478,-1.82995
479,-1.71525
480,-1.6059
481,-1.5017
482,-1.38655
483,-1.27995
484,-1.15595
485,-1.0327
486,-0.91615
487,-0.80205
488,-0.6978
489,-0.6034
490,-0.5132
491,-0.44305
492,-0.3748
493,-0.3267
494,-0.2766
495,-0.23915
496,-0.201
497,-0.1674
498,-0.13355
499,-0.10005
500,-0.0633
501,-0.031
502,0.0061
503,0.04625
504,0.08495
505,0.1255
506,0.16325
507,0.2063
508,0.24815
509,0.29105
510,0.3325
511,0.37575
512,0.4213
513,0.4648
514,0.5109
515,0.55495
516,0.59995
517,0.6418
518,0.6841
519,0.72175
520,0.7597
521,0.79305
522,0.8196
523,0.8461
524,0.8647
525,0.87915
526,0.8861
527,0.8862
528,0.88265
529,0.87435
530,0.85985
531,0.84
532,0.8182
533,0.793
534,0.76855
535,0.7384
536,0.70685
537,0.67895
538,0.64745
539,0.61985
540,0.59085
541,0.5618
542,0.5377
543,0.50985
544,0.4868
545,0.46495
546,0.44215
547,0.4221
548,0.39945
549,0.38065
550,0.3603
551,0.34285
552,0.32505
553,0.30985
554,0.29325
555,0.27745
556,0.26095
557,0.2457
558,0.2313
559,0.21775
560,0.20555
561,0.19315
562,0.18205
563,0.1703
564,0.16005
565,0.15175
566,0.1437
567,0.1349
568,0.12725
569,0.12115
570,0.1139
571,0.1084
572,0.1023
573,0.09805
574,0.09285
575,0.0881
576,0.08345
577,0.0802
578,0.07595
579,0.07355
580,0.07045
581,0.0672
582,0.0655
583,0.06465
584,0.0628
585,0.06165
586,0.06135
587,0.06075
588,0.0609
589,0.0621
590,0.06295
591,0.06445
592,0.0676
593,0.0692
594,0.0722
595,0.0769
596,0.08125
597,0.0868
598,0.09375
599,0.1003
600,0.10875
601,0.1186
602,0.12835
603,0.1402
604,0.1531
605,0.16705
606,0.18305
607,0.20125
608,0.22135
609,0.2421
610,0.2662
611,0.29415
612,0.32255
613,0.3557
614,0.3929
615,0.4322
616,0.47915
617,0.52845
618,0.581
619,0.641
620,0.7072
621,0.77645
622,0.854
623,0.9403
624,1.034
625,1.13045
626,1.2333
627,1.3429
628,1.45435
629,1.56795
630,1.6736
631,1.7792
632,1.88125
633,1.97765
634,2.06615
635,2.13355
636,2.17645
637,2.17195
638,2.1107
639,1.98595
640,1.80015
641,1.5857
642,1.3574
643,1.1417
644,0.9533
645,0.79245
646,0.6627
647,0.55915
648,0.47125
649,0.4008
650,0.3404
651,0.2885
652,0.2457
653,0.2068
654,0.176
655,0.14915
656,0.12595
657,0.1075
658,0.0914
659,0.0785
660,0.068
661,0.0591
662,0.05215
663,0.0452
664,0.04005
665,0.0343
666,0.03045
667,0.02795
668,0.02495
669,0.02255
670,0.0199
671,0.01855
672,0.0168
673,0.014
674,0.0135
675,0.01245
676,0.0114
677,0.0099
678,0.0099
679,0.00855
680,0.0084
681,0.0079
682,0.0067
683,0.00685
684,0.00615
685,0.0063
686,0.0057
687,0.0052
688,0.00515
689,0.00445
690,0.0051
691,0.005
692,0.0049
693,0.0046
694,0.00475
695,0.00455
696,0.004
697,0.00485
698,0.00415
699,0.00355
700,0.0044
701,0.00415
702,0.00395
703,0.0038
704,0.0039
705,0.0041
706,0.00365
707,0.00375
708,0.0041
709,0.0041
710,0.0034
711,0.00355
712,0.0039
713,0.00345
714,0.0041
715,0.0047
716,0.0039
717,0.0038
718,0.0041
719,0.0038
720,0.0047
721,0.00425
722,0.0039
723,0.00385
724,0.003
725,0.00385
726,0.0041
727,0.0032
728,0.0038
729,0.00325
730,0.0034
731,0.00405
732,0.00345
733,0.0032
734,0.00245
735,0.0022
736,0.003
737,0.00195
738,0.0019
739,0.0019
740,0.00235
741,0.00215
742,0.00215
743,0.00285
744,0.0023
745,0.00165
746,0.00315
747,0.00255
748,0.0033
749,0.0031
750,0.00305
751,0.0044
752,0.00405
753,0.00505
754,0.0049
755,0.0056
756,0.00555
757,0.00535
758,0.0053
759,0.0066
760,0.0072
761,0.00635
762,0.00625
763,0.00675
764,0.00755
765,0.00645
766,0.007
767,0.0064
768,0.00635
769,0.0074
770,0.0074
771,0.0075
772,0.0063
773,0.0064
774,0.0063
775,0.0065
776,0.00645
777,0.0065
778,0.0066
779,0.0067
780,0.00685
