Wavelength (nm),SPD1,SPD2,Difference in Number,Difference in Percentage (%),x1 (Chromaticity SPD1),y1 (Chromaticity SPD1),x2 (Chromaticity SPD2),y2 (Chromaticity SPD2)
576,0.08345,0.1669,0.08345,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
577,0.0802,0.1604,0.0802,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
578,0.07595,0.1519,0.07595,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
579,0.07355,0.1471,0.07355,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
580,0.07045,0.1409,0.07045,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
581,0.0672,0.1344,0.0672,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
582,0.0655,0.131,0.0655,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
583,0.06465,0.1293,0.06465,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
584,0.0628,0.1256,0.0628,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
585,0.06165,0.1233,0.06165,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
586,0.06135,0.1227,0.06135,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
587,0.06075,0.1215,0.06075,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
588,0.0609,0.1218,0.0609,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
589,0.0621,0.1242,0.0621,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
590,0.06295,0.1259,0.06295,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
591,0.06445,0.1289,0.06445,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
592,0.0676,0.1352,0.0676,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
593,0.0692,0.1384,0.0692,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
594,0.0722,0.1444,0.0722,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
595,0.0769,0.1538,0.0769,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
596,0.08125,0.1625,0.08125,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
597,0.0868,0.1736,0.0868,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
598,0.09375,0.1875,0.09375,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
599,0.1003,0.2006,0.1003,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
600,0.10875,0.2175,0.10875,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
601,0.1186,0.2372,0.1186,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
602,0.12835,0.2567,0.12835,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
603,0.1402,0.2804,0.1402,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
604,0.1531,0.3062,0.1531,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
605,0.16705,0.3341,0.16705,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
606,0.18305,0.3661,0.18305,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
607,0.20125,0.4025,0.20125,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
608,0.22135,0.4427,0.22135,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
609,0.2421,0.4842,0.2421,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
610,0.2662,0.5324,0.2662,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
611,0.29415,0.5883,0.29415,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
612,0.32255,0.6451,0.32255,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
613,0.3557,0.7114,0.3557,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
614,0.3929,0.7858,0.3929,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
615,0.4322,0.8644,0.4322,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
616,0.47915,0.9583,0.47915,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
617,0.52845,1.0569,0.52845,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
618,0.581,1.162,0.581,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
619,0.641,1.282,0.641,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
620,0.7072,1.4144,0.7072,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
621,0.77645,1.5529,0.77645,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
622,0.854,1.708,0.854,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
623,0.9403,1.8806,0.9403,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
624,1.034,2.068,1.034,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
625,1.13045,2.2609,1.13045,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
626,1.2333,2.4666,1.2333,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
627,1.3429,2.6858,1.3429,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
628,1.45435,2.9087,1.45435,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
629,1.56795,3.1359,1.56795,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
630,1.6736,3.3472,1.6736,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
631,1.7792,3.5584,1.7792,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
632,1.88125,3.7625,1.88125,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
633,1.97765,3.9553,1.97765,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
634,2.06615,4.1323,2.06615,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
635,2.13355,4.2671,2.13355,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
636,2.17645,4.3529,2.17645,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
637,2.17195,4.3439,2.17195,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
638,2.1107,4.2214,2.1107,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
639,1.98595,3.9719,1.98595,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
640,1.80015,3.6003,1.80015,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
641,1.5857,3.1714,1.5857,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
642,1.3574,2.7148,1.3574,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
643,1.1417,2.2834,1.1417,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
644,0.9533,1.9066,0.9533,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
645,0.79245,1.5849,0.79245,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
646,0.6627,1.3254,0.6627,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
647,0.55915,1.1183,0.55915,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
648,0.47125,0.9425,0.47125,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
649,0.4008,0.8016,0.4008,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
650,0.3404,0.6808,0.3404,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
651,0.2885,0.577,0.2885,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
652,0.2457,0.4914,0.2457,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
653,0.2068,0.4136,0.2068,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
654,0.176,0.352,0.176,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
655,0.14915,0.2983,0.14915,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
656,0.12595,0.2519,0.12595,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
657,0.1075,0.215,0.1075,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
658,0.0914,0.1828,0.0914,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
659,0.0785,0.157,0.0785,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
660,0.068,0.136,0.068,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
661,0.0591,0.1182,0.0591,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
662,0.05215,0.1043,0.05215,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
663,0.0452,0.0904,0.0452,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
664,0.04005,0.0801,0.04005,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
665,0.0343,0.0686,0.0343,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
666,0.03045,0.0609,0.03045,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
667,0.02795,0.0559,0.02795,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
668,0.02495,0.0499,0.02495,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
669,0.02255,0.0451,0.02255,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
670,0.0199,0.0398,0.0199,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
671,0.01855,0.0371,0.01855,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
672,0.0168,0.0336,0.0168,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
673,0.014,0.028,0.014,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
674,0.0135,0.027,0.0135,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
675,0.01245,0.0249,0.01245,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
676,0.0114,0.0228,0.0114,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
677,0.0099,0.0198,0.0099,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
678,0.0099,0.0198,0.0099,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
679,0.00855,0.0171,0.00855,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
680,0.0084,0.0168,0.0084,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
681,0.0079,0.0158,0.0079,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
682,0.0067,0.0134,0.0067,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
683,0.00685,0.0137,0.00685,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
684,0.00615,0.0123,0.00615,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
685,0.0063,0.0126,0.0063,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
686,0.0057,0.0114,0.0057,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
687,0.0052,0.0104,0.0052,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
688,0.00515,0.0103,0.00515,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
689,0.00445,0.0089,0.00445,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
690,0.0051,0.0102,0.0051,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
691,0.005,0.01,0.005,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
692,0.0049,0.0098,0.0049,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
693,0.0046,0.0092,0.0046,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
694,0.00475,0.0095,0.00475,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
695,0.00455,0.0091,0.00455,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
696,0.004,0.008,0.004,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
697,0.00485,0.0097,0.00485,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
698,0.00415,0.0083,0.00415,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
699,0.00355,0.0071,0.00355,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
700,0.0044,0.0088,0.0044,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
701,0.00415,0.0083,0.00415,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
702,0.00395,0.0079,0.00395,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
703,0.0038,0.0076,0.0038,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
704,0.0039,0.0078,0.0039,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
705,0.0041,0.0082,0.0041,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
706,0.00365,0.0073,0.00365,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
707,0.00375,0.0075,0.00375,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
708,0.0041,0.0082,0.0041,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
709,0.0041,0.0082,0.0041,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
710,0.0034,0.0068,0.0034,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
711,0.00355,0.0071,0.00355,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
712,0.0039,0.0078,0.0039,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
713,0.00345,0.0069,0.00345,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
714,0.0041,0.0082,0.0041,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
715,0.0047,0.0094,0.0047,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
716,0.0039,0.0078,0.0039,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
717,0.0038,0.0076,0.0038,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
718,0.0041,0.0082,0.0041,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
719,0.0038,0.0076,0.0038,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
720,0.0047,0.0094,0.0047,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
721,0.00425,0.0085,0.00425,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
722,0.0039,0.0078,0.0039,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
723,0.00385,0.0077,0.00385,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
724,0.003,0.006,0.003,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
725,0.00385,0.0077,0.00385,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
726,0.0041,0.0082,0.0041,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
727,0.0032,0.0064,0.0032,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
728,0.0038,0.0076,0.0038,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
729,0.00325,0.0065,0.00325,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
730,0.0034,0.0068,0.0034,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
731,0.00405,0.0081,0.00405,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
732,0.00345,0.0069,0.00345,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
733,0.0032,0.0064,0.0032,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
734,0.00245,0.0049,0.00245,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
735,0.0022,0.0044,0.0022,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
736,0.003,0.006,0.003,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
737,0.00195,0.0039,0.00195,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
738,0.0019,0.0038,0.0019,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
739,0.0019,0.0038,0.0019,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
740,0.00235,0.0047,0.00235,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
741,0.00215,0.0043,0.00215,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
742,0.00215,0.0043,0.00215,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
743,0.00285,0.0057,0.00285,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
744,0.0023,0.0046,0.0023,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
745,0.00165,0.0033,0.00165,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
746,0.00315,0.0063,0.00315,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
747,0.00255,0.0051,0.00255,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
748,0.0033,0.0066,0.0033,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
749,0.0031,0.0062,0.0031,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
750,0.00305,0.0061,0.00305,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
751,0.0044,0.0088,0.0044,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
752,0.00405,0.0081,0.00405,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
753,0.00505,0.0101,0.00505,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
754,0.0049,0.0098,0.0049,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
755,0.0056,0.0112,0.0056,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
756,0.00555,0.0111,0.00555,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
757,0.00535,0.0107,0.00535,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
758,0.0053,0.0106,0.0053,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
759,0.0066,0.0132,0.0066,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
760,0.0072,0.0144,0.0072,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
761,0.00635,0.0127,0.00635,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
762,0.00625,0.0125,0.00625,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
763,0.00675,0.0135,0.00675,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
764,0.00755,0.0151,0.00755,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
765,0.00645,0.0129,0.00645,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
766,0.007,0.014,0.007,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
767,0.0064,0.0128,0.0064,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
768,0.00635,0.0127,0.00635,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
769,0.0074,0.0148,0.0074,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
770,0.0074,0.0148,0.0074,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
771,0.0075,0.015,0.0075,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
772,0.0063,0.0126,0.0063,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
773,0.0064,0.0128,0.0064,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
774,0.0063,0.0126,0.0063,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
775,0.0065,0.013,0.0065,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
776,0.00645,0.0129,0.00645,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
777,0.0065,0.013,0.0065,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
778,0.0066,0.0132,0.0066,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
779,0.0067,0.0134,0.0067,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
780,0.00685,0.0137,0.00685,100.0,-0.031000325576537174,-0.19184611485501565,-0.031000325576537174,-0.19184611485501565
